Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Maximum error,Minimum error,Step4,Step6.1,Step6.2,Time,Adopted_hidden_node,nb_node_pruned
20,Inferencing,975.0,2.60,1112.04,100.0,100.0,1587.0,141.0,159,0,0,1.0150601863861084,1,0.0
21,Inferencing,1573.7,4.15,1599.65,100.0,100.0,1973.7,1165.7,159,0,0,0.9254341125488281,1,0.0
22,Inferencing,341.57,0.92,426.65,100.0,100.0,747.57,39.57,159,0,0,0.9367027282714844,1,0.0
23,Inferencing,1014.14,2.69,1095.54,100.0,100.0,1359.64,337.64,159,0,0,0.926722526550293,1,0.0
24,Inferencing,1558.55,4.07,1644.75,75.0,100.0,2362.55,898.55,159,0,0,0.9392337799072266,1,0.0
25,Inferencing,8483.82,18.65,8676.08,0.0,0.0,10406.82,5656.82,159,0,0,1.1785409450531006,1,0.0
26,Inferencing,8601.95,18.70,8670.47,0.0,0.0,9869.95,7345.95,158,1,0,1.339029312133789,1,0.0
27,Inferencing,8530.46,18.36,8559.16,0.0,0.0,9314.71,7426.38,159,0,0,1.1047792434692383,1,0.0
28,Inferencing,9352.46,19.55,9393.73,0.0,0.0,10554.3,8458.3,159,0,0,1.0930850505828857,1,0.0
29,Inferencing,1087.84,2.30,1098.47,100.0,100.0,1241.16,899.27,158,0,1,23.75245761871338,4,0.0
30,Inferencing,386.62,0.82,515.31,100.0,100.0,929.31,12.66,159,0,0,0.4462461471557617,4,0.0
31,Inferencing,1182.67,2.61,1256.43,100.0,100.0,1714.33,720.52,159,0,0,0.6754150390625,4,0.0
32,Inferencing,689.16,1.52,741.09,100.0,100.0,1045.54,404.0,159,0,0,0.4173598289489746,4,0.0
33,Inferencing,2905.97,6.23,4163.98,75.0,75.0,8071.32,1154.68,159,0,0,0.4545276165008545,4,0.0
34,Inferencing,4167.9,8.40,4344.61,0.0,25.0,5181.99,2177.46,159,0,0,0.3196849822998047,4,0.0
35,Inferencing,6326.64,12.16,6421.61,0.0,0.0,7763.66,4878.27,159,0,0,0.49847841262817383,4,0.0
36,Inferencing,4273.33,8.36,4337.56,0.0,0.0,5472.72,3472.55,159,0,0,1.1272671222686768,4,0.0
37,Inferencing,7112.73,13.05,7237.09,0.0,0.0,8863.95,5189.84,159,0,0,1.0498225688934326,4,0.0
38,Inferencing,981.87,1.83,1070.14,100.0,100.0,1591.83,496.63,159,0,0,0.9450862407684326,4,0.0
39,Inferencing,1854.95,3.47,1976.24,75.0,75.0,3019.49,1302.3,159,0,0,0.6299452781677246,4,0.0
40,Inferencing,1154.45,2.13,1311.07,100.0,100.0,1739.34,126.75,159,0,0,0.24400901794433594,4,0.0
41,Inferencing,1827.39,3.49,1903.67,75.0,100.0,2471.25,987.94,159,0,0,0.2736175060272217,4,0.0
42,Inferencing,1178.2,2.29,1256.08,100.0,100.0,1718.1,648.47,159,0,0,0.3390328884124756,4,0.0
43,Inferencing,1454.31,2.91,1779.57,75.0,100.0,2915.27,88.08,159,0,0,0.2507631778717041,4,0.0
44,Inferencing,1357.08,2.65,1413.23,100.0,100.0,1933.2,848.42,159,0,0,0.2427067756652832,4,0.0
45,Inferencing,3785.19,7.20,4218.42,25.0,50.0,5583.32,1226.74,159,0,0,0.22155499458312988,4,0.0
46,Inferencing,3104.33,6.08,3294.66,25.0,25.0,4107.29,1312.89,159,0,0,0.424562931060791,4,0.0
47,Inferencing,2134.88,4.32,2216.62,50.0,75.0,3001.32,1333.36,159,0,0,0.8375635147094727,4,0.0
48,Inferencing,1577.61,3.24,1674.86,50.0,100.0,2155.52,768.19,159,0,0,0.5899686813354492,4,0.0
49,Inferencing,1902.97,3.79,2336.86,50.0,50.0,3365.66,125.11,159,0,0,0.5565850734710693,4,0.0
50,Inferencing,1284.25,2.55,1571.97,75.0,100.0,2468.62,36.03,159,0,0,0.6538445949554443,4,0.0
51,Inferencing,1389.85,2.81,1450.83,75.0,100.0,2041.91,882.68,159,0,0,0.3648674488067627,4,0.0
52,Inferencing,1754.35,3.59,1837.57,50.0,100.0,2380.38,1123.82,159,0,0,0.27570295333862305,4,0.0
53,Inferencing,3605.59,7.59,3620.23,0.0,0.0,4086.41,3169.39,159,0,0,0.23787617683410645,4,0.0
54,Inferencing,1407.38,2.93,1594.36,75.0,100.0,2522.3,468.59,159,0,0,0.32289838790893555,4,0.0
55,Inferencing,1739.12,3.48,1765.11,50.0,100.0,2060.48,1347.93,159,0,0,0.1991596221923828,4,0.0
56,Inferencing,972.43,1.97,1021.5,100.0,100.0,1449.52,616.81,159,0,0,0.251967191696167,4,0.0
57,Inferencing,833.05,1.73,934.21,100.0,100.0,1462.23,430.96,159,0,0,0.2258930206298828,4,0.0
58,Inferencing,2454.57,5.25,2523.92,25.0,75.0,3073.27,1545.91,159,0,0,0.2037804126739502,4,0.0
59,Inferencing,2033.59,4.36,2054.36,50.0,100.0,2342.74,1625.51,159,0,0,0.21493959426879883,4,0.0
60,Inferencing,1062.82,2.27,1080.16,100.0,100.0,1342.45,850.87,159,0,0,0.34777092933654785,4,0.0
61,Inferencing,1078.56,2.31,1272.94,100.0,100.0,1960.36,86.68,159,0,0,0.2528696060180664,4,0.0
62,Inferencing,3713.61,7.84,3759.18,0.0,0.0,4628.76,3041.07,159,0,0,0.2290482521057129,4,0.0
63,Inferencing,5039.76,10.68,5186.67,0.0,0.0,6260.85,3549.68,159,0,0,0.479001522064209,4,0.0
64,Inferencing,2952.84,6.26,2957.14,0.0,50.0,3153.37,2784.27,159,0,0,1.106597661972046,4,0.0
65,Inferencing,2551.25,5.23,2663.37,25.0,75.0,3369.56,1296.75,159,0,0,0.7678031921386719,4,0.0
66,Inferencing,2372.73,4.85,2521.63,25.0,75.0,3441.48,1078.88,159,0,0,0.5698785781860352,4,0.0
67,Inferencing,2276.46,4.97,2353.39,25.0,100.0,2967.46,1382.61,159,0,0,0.30622100830078125,4,0.0
68,Inferencing,4467.44,10.43,4784.52,0.0,25.0,7202.96,2943.62,159,0,0,0.27576613426208496,4,0.0
69,Inferencing,4928.18,12.45,5257.59,0.0,25.0,7248.84,2494.12,159,0,0,0.4618265628814697,4,0.0
70,Inferencing,3743.78,8.69,4012.97,25.0,25.0,4912.55,1271.45,159,0,0,0.7288591861724854,4,0.0
71,Inferencing,6316.45,14.01,6408.84,0.0,0.0,8076.45,5366.45,159,0,0,0.2832322120666504,4,0.0
72,Inferencing,7827.12,16.17,8430.14,0.0,25.0,10638.11,2564.16,159,0,0,0.31612706184387207,4,0.0
73,Inferencing,2306.35,4.43,2514.0,50.0,75.0,3699.98,1015.57,158,0,1,14.443467140197754,6,1.0
74,Inferencing,706.97,1.39,898.45,100.0,100.0,1649.15,240.59,159,0,0,28.40023446083069,6,0.0
75,Inferencing,1754.45,3.39,1867.46,50.0,100.0,2269.12,692.21,159,0,0,28.4182231426239,6,0.0
76,Inferencing,663.55,1.28,752.15,100.0,100.0,1080.92,115.92,159,0,0,23.211495637893677,4,2.0
77,Inferencing,446.17,0.86,658.44,100.0,100.0,1281.69,123.82,159,0,0,1.2773661613464355,4,0.0
78,Inferencing,2658.09,4.60,2738.68,25.0,75.0,3379.57,1588.73,159,0,0,1.2194793224334717,4,0.0
79,Inferencing,369.68,0.63,369.68,100.0,100.0,369.68,369.68,159,0,0,1.0700809955596924,4,0.0
