Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Maximum error,Minimum error,Step4,Step6.1,Step6.2,Time,Adopted_hidden_node,nb_node_pruned
34,Inferencing,4355.69,8.78,4533.62,0.0,25.0,5431.41,2350.48,153,1,5,306.309636592865,15,1
35,Inferencing,4950.48,9.55,4953.26,0.0,0.0,5157.67,4694.99,147,4,8,515.2697286605835,15,10
36,Inferencing,1359.88,2.65,1486.29,100.0,100.0,1983.41,648.61,153,1,5,388.996009349823,15,1
37,Inferencing,4869.55,8.93,4989.74,0.0,0.0,6330.93,3394.65,153,1,5,420.4781997203827,15,1
38,Inferencing,696.25,1.30,792.95,100.0,100.0,1213.32,142.77,153,1,5,446.9672667980194,15,1
39,Inferencing,1565.12,2.92,1748.03,75.0,100.0,2884.34,871.82,153,2,4,461.49256014823914,12,1
40,Inferencing,1515.23,2.78,1818.08,50.0,100.0,2445.29,5.22,154,0,5,507.89965653419495,15,1
41,Inferencing,2597.48,4.96,2641.33,0.0,50.0,3121.16,2046.11,154,1,4,367.21425104141235,12,1
42,Inferencing,3799.58,7.42,4513.05,25.0,50.0,7692.63,1392.51,159,0,0,45.9237802028656,1,0
43,Inferencing,3446.52,6.84,3486.68,0.0,25.0,3908.07,2599.37,157,1,1,76.30728363990784,4,0
44,Inferencing,541.63,1.06,574.01,100.0,100.0,833.13,300.79,151,5,3,135.6601083278656,9,1
45,Inferencing,1652.12,3.19,1829.38,75.0,100.0,2635.23,459.9,147,5,7,264.7441518306732,21,1
46,Inferencing,4355.77,8.66,4544.43,0.0,25.0,6203.87,2856.91,159,0,0,45.289302587509155,1,0
47,Inferencing,839.0,1.71,984.76,100.0,100.0,1466.1,41.49,159,0,0,46.32898497581482,1,0
48,Inferencing,669.59,1.39,900.85,100.0,100.0,1597.9,84.38,159,0,0,46.0071074962616,1,0
49,Inferencing,2201.26,4.50,2808.81,50.0,75.0,4738.8,354.6,123,6,30,2328.145492076874,80,2
50,Inferencing,1205.06,2.42,1419.03,75.0,100.0,2229.44,325.96,151,7,1,321.972674369812,3,1
51,Inferencing,1783.77,3.61,1875.69,75.0,100.0,2783.47,1358.05,155,4,0,55.36870789527893,1,0
52,Inferencing,330.03,0.67,388.6,100.0,100.0,645.08,138.55,149,5,5,168.92136812210083,15,1
53,Inferencing,1474.46,3.10,1511.62,100.0,100.0,1786.37,920.43,152,5,2,118.34075856208801,7,0
54,Inferencing,1557.87,3.21,1825.05,75.0,75.0,3000.49,365.46,156,3,0,47.9787380695343,1,0
55,Inferencing,3575.15,7.15,3583.55,0.0,0.0,3957.04,3297.94,155,4,0,50.04679822921753,1,0
56,Inferencing,312.77,0.63,334.01,100.0,100.0,510.27,213.29,150,2,7,425.46820092201233,21,1
57,Inferencing,813.13,1.69,949.81,100.0,100.0,1386.85,107.61,140,0,19,932.7975296974182,57,1
58,Inferencing,1860.64,3.98,1904.78,75.0,100.0,2444.58,1293.13,143,0,16,718.3498067855835,48,1
59,Inferencing,351.73,0.75,374.83,100.0,100.0,496.77,163.97,154,2,3,263.40435576438904,9,1
60,Inferencing,2220.49,4.75,2367.79,50.0,75.0,3426.44,1194.88,155,3,1,78.18455505371094,4,0
61,Inferencing,558.69,1.20,646.6,100.0,100.0,833.29,6.17,152,6,1,93.26445198059082,3,1
62,Inferencing,911.76,1.93,1223.14,100.0,100.0,1926.59,106.22,156,3,0,48.41162872314453,1,0
63,Inferencing,767.73,1.63,857.15,100.0,100.0,1170.64,363.79,157,0,2,131.6129434108734,6,1
64,Inferencing,1483.08,3.14,1489.27,100.0,100.0,1688.66,1310.06,155,1,3,102.98966312408447,9,1
65,Inferencing,934.36,1.92,962.4,100.0,100.0,1278.3,706.65,76,1,82,7685.566414117813,109,0
66,Inferencing,419.49,0.86,524.5,100.0,100.0,922.74,81.74,157,1,1,73.38790917396545,1,3
67,Inferencing,3390.18,7.41,3413.17,0.0,25.0,3804.18,2830.18,157,1,1,73.02116250991821,1,3
68,Inferencing,4417.71,10.34,4804.94,0.0,50.0,7496.0,2763.54,83,1,75,7142.414163351059,115,0
69,Inferencing,8310.52,20.86,8431.37,0.0,0.0,10165.27,6413.27,155,2,2,77.30919361114502,6,1
70,Inferencing,6367.05,14.86,6391.11,0.0,0.0,7244.05,5730.05,154,4,1,105.2421715259552,3,1
71,Inferencing,954.05,2.13,1060.54,100.0,100.0,1749.61,600.36,158,0,1,172.64191961288452,3,1
72,Inferencing,1185.37,2.44,1375.07,100.0,100.0,1895.18,240.82,153,0,6,189.33543515205383,12,7
73,Inferencing,2926.48,5.63,2971.9,0.0,50.0,3602.24,2220.45,154,3,2,128.581866979599,3,4
74,Inferencing,864.21,1.68,889.98,100.0,100.0,1147.69,553.91,156,0,3,149.29504013061523,3,7
75,Inferencing,1206.08,2.34,1426.38,75.0,100.0,2095.0,211.73,157,0,2,299.28140091896057,6,1
76,Inferencing,1159.17,2.24,1177.69,100.0,100.0,1353.08,842.26,157,0,2,84.28059887886047,6,1
77,Inferencing,713.16,1.34,804.71,100.0,100.0,1275.84,292.45,156,1,2,85.24370455741882,6,1
78,Inferencing,3331.44,5.76,3379.06,0.0,25.0,4140.66,2556.57,156,1,2,114.39923787117004,4,3
79,Inferencing,1450.66,2.49,1450.66,100.0,100.0,1450.66,1450.66,156,1,2,113.52317428588867,4,3
