Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Maximum error,Minimum error,Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
35,Inferencing,6811.79,13.09,6913.5,0.0,0.0,8404.05,5327.19,159,0,0,0.6875600814819336,4
36,Inferencing,4810.48,9.41,4845.89,0.0,0.0,5773.5,4198.73,159,0,0,1.4212956428527832,4
37,Inferencing,7737.04,14.19,7881.02,0.0,0.0,9543.37,5515.55,159,0,0,1.4063212871551514,4
38,Inferencing,1371.8,2.56,1631.14,75.0,100.0,2787.69,482.05,159,0,0,1.3903982639312744,4
39,Inferencing,2279.94,4.22,2952.75,50.0,50.0,4920.35,327.77,159,0,0,1.1259939670562744,4
40,Inferencing,2615.11,4.82,2763.92,25.0,50.0,3483.22,1362.59,159,0,0,1.0565814971923828,4
41,Inferencing,383.48,0.73,479.24,100.0,100.0,712.06,49.19,159,0,0,0.7915153503417969,4
42,Inferencing,1015.4,1.99,1379.9,75.0,100.0,2590.95,141.47,159,0,0,0.9372987747192383,4
43,Inferencing,3318.53,6.61,3635.57,25.0,25.0,5121.12,1002.95,159,0,0,0.6384942531585693,4
44,Inferencing,1147.47,2.23,1347.32,75.0,100.0,2307.07,408.45,159,0,0,0.7733292579650879,4
45,Inferencing,1918.92,3.63,2459.38,50.0,75.0,4036.52,14.53,159,0,0,0.7082605361938477,4
46,Inferencing,1916.19,3.73,2256.61,50.0,75.0,3020.77,96.43,159,0,0,0.786914587020874,4
47,Inferencing,1948.44,3.94,2328.45,50.0,75.0,3829.49,426.44,159,0,0,0.7584960460662842,4
48,Inferencing,2725.78,5.61,2768.88,0.0,75.0,3391.73,2067.51,159,0,0,0.7712821960449219,4
49,Inferencing,2619.47,5.24,2888.55,50.0,50.0,4140.82,1044.28,159,0,0,1.0935032367706299,4
50,Inferencing,1491.8,2.96,1697.73,75.0,100.0,2608.87,450.93,159,0,0,1.331587553024292,4
51,Inferencing,845.23,1.71,935.38,100.0,100.0,1468.07,463.88,159,0,0,0.9090561866760254,4
52,Inferencing,2005.4,4.11,2108.37,50.0,100.0,2814.71,1180.29,159,0,0,0.5954694747924805,4
53,Inferencing,3980.44,8.38,3995.62,0.0,0.0,4500.41,3559.23,159,0,0,0.6366500854492188,4
54,Inferencing,1960.97,4.09,2133.57,25.0,100.0,2795.68,569.1,159,0,0,0.8623092174530029,4
55,Inferencing,1053.28,2.11,1096.11,100.0,100.0,1536.38,773.4,159,0,0,0.8936953544616699,4
56,Inferencing,709.64,1.44,741.03,100.0,100.0,932.12,381.12,159,0,0,0.6247878074645996,4
57,Inferencing,663.99,1.37,774.41,100.0,100.0,1264.46,178.57,159,0,0,0.6102616786956787,4
58,Inferencing,1196.56,2.56,1230.48,100.0,100.0,1610.65,854.21,159,0,0,0.6460483074188232,4
59,Inferencing,1299.2,2.79,1375.39,100.0,100.0,1981.58,767.83,159,0,0,0.6198673248291016,4
60,Inferencing,1656.46,3.54,1710.13,75.0,100.0,2075.5,971.32,159,0,0,0.6613736152648926,4
61,Inferencing,1165.61,2.50,1362.57,100.0,100.0,1998.65,106.48,159,0,0,0.6300921440124512,4
62,Inferencing,703.49,1.48,821.3,100.0,100.0,1265.15,106.09,159,0,0,0.6209497451782227,4
63,Inferencing,491.08,1.04,572.27,100.0,100.0,777.09,103.78,159,0,0,0.6039595603942871,4
64,Inferencing,695.86,1.47,871.71,100.0,100.0,1287.87,117.22,159,0,0,0.6016139984130859,4
65,Inferencing,680.62,1.40,819.9,100.0,100.0,1168.13,95.06,159,0,0,0.5980660915374756,4
66,Inferencing,601.73,1.23,719.25,100.0,100.0,1161.99,190.74,159,0,0,0.6769726276397705,4
67,Inferencing,3941.03,8.61,4007.82,0.0,25.0,4638.26,2734.75,159,0,0,0.6149663925170898,4
68,Inferencing,5130.25,11.98,5482.8,0.0,0.0,8234.39,3375.51,159,0,0,0.8564004898071289,4
69,Inferencing,4315.89,11.02,5194.04,25.0,25.0,7729.14,126.45,159,0,0,1.0980963706970215,4
70,Inferencing,508.84,1.20,626.17,100.0,100.0,1106.17,119.69,159,0,0,1.292600154876709,4
71,Inferencing,726.75,1.57,1135.41,75.0,100.0,2221.24,101.81,159,0,0,0.7576379776000977,4
72,Inferencing,2655.12,5.44,2709.37,25.0,50.0,3143.96,1764.09,159,0,0,0.7020003795623779,4
73,Inferencing,2813.22,5.41,2882.67,25.0,50.0,3674.69,1953.99,159,0,0,0.8440024852752686,4
74,Inferencing,1228.39,2.39,1248.85,100.0,100.0,1516.29,942.22,159,0,0,0.965620756149292,4
75,Inferencing,569.1,1.09,806.63,100.0,100.0,1542.61,87.85,159,0,0,0.6651487350463867,4
76,Inferencing,527.26,1.02,549.64,100.0,100.0,650.39,264.45,159,0,0,0.651573657989502,4
77,Inferencing,1385.42,2.59,1523.69,75.0,100.0,2423.18,700.5,159,0,0,0.6692514419555664,4
78,Inferencing,4081.9,7.06,4123.55,0.0,0.0,4697.61,3138.78,159,0,0,0.6991090774536133,4
79,Inferencing,797.28,1.37,797.28,100.0,100.0,797.28,797.28,159,0,0,0.8282315731048584,4
