Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Maximum error,Minimum error,Step4,Step6.1,Step6.2,Time,Adopted_hidden_node,nb_node_pruned
49,Inferencing,1148.28,2.30,1287.58,100.0,100.0,1720.31,295.82,127,3,29,2601.124953508377,78,1
50,Inferencing,791.28,1.57,953.95,100.0,100.0,1605.88,115.67,155,4,0,230.95390462875366,1,0
51,Inferencing,1956.56,3.96,2017.03,75.0,100.0,2795.4,1589.5,156,3,0,209.8360960483551,1,0
52,Inferencing,957.89,1.97,1109.56,100.0,100.0,1806.39,261.22,147,5,7,912.2613210678101,21,1
53,Inferencing,2203.57,4.64,2233.08,50.0,100.0,2722.82,1849.24,148,4,7,861.9731562137604,21,1
54,Inferencing,2284.5,4.71,2490.52,50.0,75.0,3662.01,930.73,157,2,0,195.5431616306305,1,0
55,Inferencing,3677.69,7.36,3687.52,0.0,0.0,4100.02,3364.42,159,0,0,196.13849091529846,1,0
56,Inferencing,826.32,1.67,848.69,100.0,100.0,1159.54,682.24,152,0,7,642.0463132858276,21,1
57,Inferencing,729.43,1.51,767.85,100.0,100.0,960.11,388.14,156,2,1,257.8963966369629,4,0
58,Inferencing,1124.06,2.41,1200.06,100.0,100.0,1579.99,608.04,156,3,0,218.3720235824585,1,0
59,Inferencing,439.02,0.94,553.16,100.0,100.0,939.61,31.05,156,1,2,453.2506022453308,6,1
60,Inferencing,1689.66,3.61,1837.85,75.0,100.0,2704.14,739.04,154,4,1,232.4790952205658,4,0
61,Inferencing,1063.73,2.28,1256.97,75.0,100.0,2169.77,403.28,153,0,6,405.2978398799896,18,1
62,Inferencing,2445.55,5.16,2459.42,0.0,100.0,2850.38,2123.61,155,0,4,320.5066044330597,12,1
63,Inferencing,290.92,0.62,318.99,100.0,100.0,438.09,84.12,157,0,2,313.2027781009674,6,1
64,Inferencing,1568.28,3.32,1571.94,100.0,100.0,1735.57,1471.41,156,0,3,253.02126479148865,9,1
65,Inferencing,824.05,1.70,844.12,100.0,100.0,1069.11,557.11,154,4,1,215.1802909374237,4,0
66,Inferencing,412.97,0.85,519.3,100.0,100.0,916.22,75.22,156,1,2,246.51676654815674,1,6
67,Inferencing,3390.71,7.41,3413.7,0.0,25.0,3804.71,2830.71,156,2,1,202.03870010375977,1,3
68,Inferencing,5465.52,12.74,5777.45,0.0,0.0,8504.02,3762.02,155,2,2,247.11525917053223,3,4
69,Inferencing,8204.11,20.59,8326.51,0.0,0.0,10058.86,6306.86,157,0,2,193.49205899238586,6,1
70,Inferencing,6366.52,14.86,6390.58,0.0,0.0,7243.52,5729.52,154,4,1,226.9715633392334,3,1
71,Inferencing,3657.06,8.20,3814.43,25.0,25.0,4607.06,1897.06,156,0,3,324.3895215988159,3,7
72,Inferencing,986.5,2.05,1147.71,100.0,100.0,1879.54,256.46,153,0,6,357.82152557373047,12,7
73,Inferencing,2840.93,5.47,2887.87,0.0,50.0,3522.67,2137.18,156,1,2,268.9411132335663,3,4
74,Inferencing,1027.54,1.99,1149.4,100.0,100.0,1412.99,144.87,157,0,2,245.41892862319946,6,1
75,Inferencing,1076.69,2.09,1254.02,100.0,100.0,1817.52,382.96,156,1,2,209.9318869113922,6,1
76,Inferencing,1094.55,2.12,1115.44,100.0,100.0,1326.3,793.21,156,1,2,216.81020283699036,6,1
77,Inferencing,780.97,1.46,873.04,100.0,100.0,1451.97,481.05,157,0,2,218.08513736724854,6,1
78,Inferencing,3585.79,6.20,3616.23,0.0,25.0,4241.37,2930.17,157,0,2,235.07385158538818,6,1
79,Inferencing,1072.88,1.84,1072.88,100.0,100.0,1072.88,1072.88,155,0,4,264.3460931777954,12,1
