Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Maximum error,Minimum error,Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
26,Inferencing,4738.67,10.29,4802.09,0.0,0.0,5598.09,3947.5,2,1,1,24.0019793510437,4
27,Inferencing,2277.05,4.89,2353.32,25.0,100.0,2755.3,1266.66,4,0,0,1.0201590061187744,4
28,Inferencing,867.51,1.79,1108.67,100.0,100.0,1987.96,215.17,4,0,0,0.6740918159484863,4
29,Inferencing,322.63,0.69,378.16,100.0,100.0,585.39,66.34,4,0,0,0.6281905174255371,4
30,Inferencing,827.62,1.78,922.41,100.0,100.0,1193.04,165.68,4,0,0,0.52838134765625,4
31,Inferencing,1872.55,4.12,1955.59,50.0,100.0,2551.27,1210.7,4,0,0,0.47494053840637207,4
32,Inferencing,1135.76,2.49,1154.11,100.0,100.0,1452.59,909.08,4,0,0,0.3982985019683838,4
33,Inferencing,590.24,1.27,620.92,100.0,100.0,755.89,262.08,4,0,0,0.4323713779449463,4
34,Inferencing,4265.95,8.60,4485.39,0.0,25.0,5453.46,2026.43,4,0,0,0.3234524726867676,4
35,Inferencing,6770.21,13.01,6872.62,0.0,0.0,8364.8,5284.05,4,0,0,0.39365673065185547,4
36,Inferencing,4715.6,9.22,4750.61,0.0,0.0,5662.46,4106.39,4,0,0,1.1603951454162598,4
37,Inferencing,7613.5,13.96,7758.57,0.0,0.0,9404.25,5395.14,4,0,0,1.4131073951721191,4
38,Inferencing,1366.74,2.55,1626.81,75.0,100.0,2795.09,483.22,4,0,0,1.2582428455352783,4
39,Inferencing,2389.16,4.42,3028.05,50.0,50.0,5000.75,458.03,4,0,0,0.9349792003631592,4
40,Inferencing,2809.95,5.18,2950.31,25.0,50.0,3678.84,1542.62,4,0,0,0.7711713314056396,4
41,Inferencing,382.2,0.73,479.28,100.0,100.0,722.75,69.23,4,0,0,0.8340599536895752,4
42,Inferencing,916.67,1.80,1241.89,75.0,100.0,2359.2,287.52,4,0,0,0.5105729103088379,4
43,Inferencing,3296.55,6.57,3618.52,25.0,25.0,5107.33,972.01,4,0,0,0.4247105121612549,4
44,Inferencing,1198.74,2.33,1390.52,75.0,100.0,2355.09,534.38,4,0,0,0.37862300872802734,4
45,Inferencing,1994.77,3.77,2536.71,50.0,75.0,4141.98,56.1,4,0,0,0.2657179832458496,4
46,Inferencing,1946.07,3.79,2307.98,50.0,50.0,3067.28,15.64,4,0,0,0.5208535194396973,4
47,Inferencing,2125.68,4.30,2471.07,50.0,75.0,3983.36,609.91,4,0,0,0.3433859348297119,4
48,Inferencing,2682.68,5.52,2725.95,0.0,75.0,3338.5,2022.07,4,0,0,0.49224209785461426,4
49,Inferencing,2557.95,5.12,2833.25,50.0,50.0,4070.73,967.96,4,0,0,0.9883251190185547,4
50,Inferencing,1461.6,2.90,1666.54,75.0,100.0,2570.68,434.55,4,0,0,1.1508426666259766,4
51,Inferencing,840.89,1.70,932.73,100.0,100.0,1450.88,426.43,4,0,0,0.8006689548492432,4
52,Inferencing,2000.58,4.10,2096.68,50.0,100.0,2767.82,1187.93,4,0,0,0.38247251510620117,4
53,Inferencing,3940.8,8.29,3957.02,0.0,0.0,4473.83,3506.94,4,0,0,0.34822964668273926,4
54,Inferencing,1867.69,3.89,2043.98,25.0,100.0,2687.21,488.68,4,0,0,0.6322317123413086,4
55,Inferencing,924.14,1.85,972.41,100.0,100.0,1406.45,644.26,4,0,0,0.3309175968170166,4
56,Inferencing,568.05,1.15,604.03,100.0,100.0,781.19,242.65,4,0,0,0.26602935791015625,4
57,Inferencing,654.25,1.35,739.56,100.0,100.0,1060.49,270.37,4,0,0,0.32329392433166504,4
58,Inferencing,1239.84,2.65,1273.15,100.0,100.0,1650.22,908.59,4,0,0,0.27536702156066895,4
59,Inferencing,1372.82,2.95,1453.57,75.0,100.0,2085.0,816.71,4,0,0,0.2841651439666748,4
60,Inferencing,1932.9,4.13,1976.92,50.0,100.0,2345.52,1267.04,4,0,0,0.2835237979888916,4
61,Inferencing,1291.51,2.77,1475.6,75.0,100.0,2142.47,234.71,4,0,0,0.29262566566467285,4
62,Inferencing,682.71,1.44,806.79,100.0,100.0,1238.91,69.72,4,0,0,0.3292560577392578,4
63,Inferencing,474.71,1.01,523.52,100.0,100.0,686.91,153.44,4,0,0,0.29070305824279785,4
64,Inferencing,647.24,1.37,797.82,100.0,100.0,1164.92,87.67,4,0,0,0.39632105827331543,4
65,Inferencing,638.15,1.32,700.02,100.0,100.0,920.51,183.73,4,0,0,0.4049365520477295,4
66,Inferencing,597.84,1.23,706.74,100.0,100.0,993.84,131.87,4,0,0,0.3784949779510498,4
67,Inferencing,4049.18,8.85,4119.2,0.0,25.0,4797.05,2804.73,4,0,0,0.38669824600219727,4
68,Inferencing,5530.57,12.90,5861.09,0.0,0.0,8638.61,3778.95,4,0,0,0.5161769390106201,4
69,Inferencing,4784.28,12.19,5620.81,25.0,25.0,8226.08,449.18,4,0,0,0.8271932601928711,4
70,Inferencing,486.59,1.14,611.93,100.0,100.0,1098.48,98.17,4,0,0,0.8898775577545166,4
71,Inferencing,729.84,1.58,1166.29,75.0,100.0,2279.03,62.21,4,0,0,0.37224698066711426,4
72,Inferencing,2802.87,5.74,2856.66,25.0,50.0,3306.12,1889.25,4,0,0,0.46106767654418945,4
73,Inferencing,2715.32,5.23,2782.47,25.0,75.0,3546.21,1881.6,4,0,0,0.52590012550354,4
74,Inferencing,1315.68,2.55,1370.2,100.0,100.0,1683.09,697.5,4,0,0,0.4931457042694092,4
75,Inferencing,564.06,1.08,812.76,100.0,100.0,1562.93,108.06,4,0,0,0.3825798034667969,4
76,Inferencing,460.28,0.89,464.99,100.0,100.0,538.26,384.38,4,0,0,0.3282749652862549,4
77,Inferencing,1326.66,2.48,1477.32,75.0,100.0,2381.16,603.95,4,0,0,0.43236398696899414,4
78,Inferencing,4032.87,6.98,4076.28,0.0,0.0,4657.16,3078.06,4,0,0,0.5430123805999756,4
